Instancia,Tipo,n,n_seeds,F_media,F_desvio,F_melhor,F_pior,SOTA,Dev_media,Dev_melhor
AUpdata_corrSergio_200_19900_2_100_2,P,200,10,45119.060538355,0.0,45119.060538355,45119.060538355,45119.060538355,0.0,0.0
AUpdata_corrSergio_200_19900_2_100_3,P,200,10,47980.88825656,0.0,47980.88825656,47980.88825656,47980.88825655997,6.065713144181864e-16,6.065713144181864e-16
AUpdata_corrSergio_200_19900_3_100_1,P,200,10,36889.949437215,0.0,36889.949437215,36889.949437215,36889.949437215015,-3.944682887986479e-16,-3.944682887986479e-16
AUpdata_corrSergio_200_19900_3_100_2,P,200,10,40095.134614985,0.0,40095.134614985,40095.134614985,40095.13461498498,5.444020341159405e-16,5.444020341159405e-16
AUpdata_corrSergio_200_19900_3_100_3,P,200,10,42542.86328963,0.0,42542.86328963,42542.86328963,42542.86328963,0.0,0.0
AUpdata_corrSergio_200_19900_4_100_1,P,200,10,34227.05078753,0.0,34227.05078753,34227.05078753,34227.05078753001,-2.1257915732647015e-16,-2.1257915732647015e-16
AUpdata_corrSergio_200_19900_4_100_2,P,200,10,36665.58513028,0.0,36665.58513028,36665.58513028,36665.58513027999,1.9844106096576738e-16,1.9844106096576738e-16
AUpdata_corrSergio_200_19900_4_100_3,P,200,10,39230.40008288,0.0,39230.40008288,39230.40008288,39230.40008287999,1.8546733142695193e-16,1.8546733142695193e-16
AUpdata_corrSergio_200_19900_5_100_1,P,200,10,31978.8672426415,63.4120356284735,31939.48462699,32070.760012495,31939.48462699001,0.001233038544967884,-3.4170671658403875e-16
AUpdata_corrSergio_200_19900_5_100_2,P,200,10,34545.88333662,0.0,34545.88333662,34545.88333662,34545.88333662,0.0,0.0
AUpdata_corrSergio_200_19900_5_100_3,P,200,10,36704.755242002,98.28768875515232,36673.67394576,36984.48690818,36673.67394576,0.0008475097501267861,0.0
AUpdata_corrSergio_200_29850_10_100_1,P,200,10,22760.91719867,0.0,22760.91719867,22760.91719867,22760.917198669995,1.5983445549831768e-16,1.5983445549831768e-16
AUpdata_corrSergio_200_29850_10_100_2,P,200,10,20658.456707785,0.0,20658.456707785,20658.456707785,20658.456707784997,1.7610118986868782e-16,1.7610118986868782e-16
AUpdata_corrSergio_200_29850_10_100_3,P,200,10,20677.318485265,0.0,20677.318485265,20677.318485265,20677.318485264994,3.518811019605079e-16,3.518811019605079e-16
AUpdata_corrSergio_200_29850_2_100_1,P,200,10,37303.65126831,0.0,37303.65126831,37303.65126831,37985.2687,-0.017944257208584644,-0.017944257208584644
AUpdata_corrSergio_200_29850_2_100_2,P,200,10,36144.9051306375,106.44617101936474,36111.243895775,36447.8562444,37023.7091,-0.023736248763971173,-0.024645429277776004
AUpdata_corrSergio_200_29850_2_100_3,P,200,10,33891.01568136,0.0,33891.01568136,33891.01568136,33891.0157,-5.499984646770204e-10,-5.499984646770204e-10
AUpdata_corrSergio_200_29850_3_100_1,P,200,10,34069.975375278,38.69250025949777,34051.6219109,34143.38923279,34051.621910899994,0.0005389894327510035,2.136743334347424e-16
AUpdata_corrSergio_200_29850_3_100_2,P,200,10,31685.65060797,0.0,31685.65060797,31685.65060797,31685.65060797001,-2.2962942134927405e-16,-2.2962942134927405e-16
AUpdata_corrSergio_200_29850_3_100_3,P,200,10,30381.293897655,0.0,30381.293897655,30381.293897655,30381.293897654967,1.0776963408511265e-15,1.0776963408511265e-15
AUpdata_corrSergio_200_29850_4_100_1,P,200,10,31200.919798105,0.0,31200.919798105,31200.919798105,31200.919798104987,3.4979534231353033e-16,3.4979534231353033e-16
AUpdata_corrSergio_200_29850_4_100_2,P,200,10,28921.602620385,0.0,28921.602620385,28921.602620385,28921.602620385012,-3.773627818806484e-16,-3.773627818806484e-16
AUpdata_corrSergio_200_29850_4_100_3,P,200,10,27973.043759075,0.0,27973.043759075,27973.043759075,27973.043759074983,6.502650977892751e-16,6.502650977892751e-16
AUpdata_corrSergio_200_29850_5_100_1,P,200,10,29450.5434422,0.0,29450.5434422,29450.5434422,29450.54344219999,3.705852302078897e-16,3.705852302078897e-16
AUpdata_corrSergio_200_29850_5_100_2,P,200,10,26871.936027905,0.0,26871.936027905,26871.936027905,26871.936027904998,1.35382087963959e-16,1.35382087963959e-16
AUpdata_corrSergio_200_29850_5_100_3,P,200,10,26392.277666635,0.0,26392.277666635,26392.277666635,26392.277666635455,-1.7230318528413554e-14,-1.7230318528413554e-14
AUpdata_corrSergio_200_9950_10_100_1,P,200,10,39256.737739135,0.0,39256.737739135,39256.737739135,39256.737739134995,1.8534289992543198e-16,1.8534289992543198e-16
AUpdata_corrSergio_200_9950_10_100_2,P,200,10,43331.723507995,0.0,43331.723507995,43331.723507995,43331.723507995026,-6.716518084346179e-16,-6.716518084346179e-16
AUpdata_corrSergio_200_9950_10_100_3,P,200,10,42389.249534105,0.0,42389.249534105,42389.249534105,42389.24953410502,-5.149388838551689e-16,-5.149388838551689e-16
AUpdata_corrSergio_200_9950_2_100_1,P,200,10,68155.219611195,0.0,68155.219611195,68155.219611195,68155.219611195,0.0,0.0
AUpdata_corrSergio_200_9950_2_100_2,P,200,10,70337.13598434,0.0,70337.13598434,70337.13598434,70337.13598433998,2.0688808301217615e-16,2.0688808301217615e-16
AUpdata_corrSergio_200_9950_2_100_3,P,200,10,66395.000141525,0.0,66395.000141525,66395.000141525,66395.000141525,0.0,0.0
AUpdata_corrSergio_200_9950_3_100_1,P,200,10,60963.87492499,0.0,60963.87492499,60963.87492499,60963.87492498998,3.5804602101502437e-16,3.5804602101502437e-16
AUpdata_corrSergio_200_9950_3_100_2,P,200,10,64316.01173021,0.0,64316.01173021,64316.01173021,64316.01173021002,-3.393847388129861e-16,-3.393847388129861e-16
AUpdata_corrSergio_200_9950_3_100_3,P,200,10,61865.52047372,0.0,61865.52047372,61865.52047372,61865.52047372001,-2.3521850486246844e-16,-2.3521850486246844e-16
AUpdata_corrSergio_200_9950_4_100_1,P,200,10,55583.483491625,0.0,55583.483491625,55583.483491625,55583.483491625004,-1.3090143253219682e-16,-1.3090143253219682e-16
AUpdata_corrSergio_200_9950_4_100_2,P,200,10,59892.725289735,0.0,59892.725289735,59892.725289735,59892.72528973503,-6.074158070938914e-16,-6.074158070938914e-16
AUpdata_corrSergio_200_9950_4_100_3,P,200,10,57528.2806439,0.0,57528.2806439,57528.2806439,57528.28064390002,-3.7942856275619954e-16,-3.7942856275619954e-16
AUpdata_corrSergio_200_9950_5_100_1,P,200,10,51434.61686117,0.0,51434.61686117,51434.61686117,51434.61686117002,-4.2438097481054596e-16,-4.2438097481054596e-16
AUpdata_corrSergio_200_9950_5_100_2,P,200,10,56196.40892875,0.0,56196.40892875,56196.40892875,56196.40892875002,-2.589474221887888e-16,-2.589474221887888e-16
AUpdata_corrSergio_200_9950_5_100_3,P,200,10,53654.003662455,0.0,53654.003662455,53654.003662455,53654.00366245503,-5.424353910256174e-16,-5.424353910256174e-16
AUpdata_corrSergio_500_124750_10_100_1,P,500,10,75098.57573851354,67.6925159163542,75073.394128435,75290.6095910701,,,
AUpdata_corrSergio_500_124750_10_100_2,P,500,10,78346.07113247809,34.80364694288393,78329.5623131951,78412.10640961,,,
AUpdata_corrSergio_500_124750_10_100_3,P,500,10,76244.20158730556,152.46330294740696,76127.4916428001,76439.44768654,,,
AUpdata_corrSergio_500_124750_2_100_1,P,500,10,106220.73444446,0.0,106220.73444446,106220.73444446,,,
AUpdata_corrSergio_500_124750_2_100_2,P,500,10,113346.251578745,0.0,113346.251578745,113346.251578745,,,
AUpdata_corrSergio_500_124750_2_100_3,P,500,10,110333.1089701,0.0,110333.1089701,110333.1089701,,,
AUpdata_corrSergio_500_124750_3_100_1,P,500,10,98773.698424065,0.0,98773.698424065,98773.698424065,,,
AUpdata_corrSergio_500_124750_3_100_2,P,500,10,105368.56796457,0.0,105368.56796457,105368.56796457,,,
AUpdata_corrSergio_500_124750_3_100_3,P,500,10,101153.48176414,0.0,101153.48176414,101153.48176414,,,
AUpdata_corrSergio_500_124750_4_100_1,P,500,10,93388.98496422157,60.88451442450101,93351.1720883701,93477.215007875,,,
AUpdata_corrSergio_500_124750_4_100_2,P,500,10,98853.672268235,0.0,98853.672268235,98853.672268235,,,
AUpdata_corrSergio_500_124750_4_100_3,P,500,10,95056.352761245,0.0,95056.352761245,95056.352761245,,,
AUpdata_corrSergio_500_124750_5_100_1,P,500,10,88480.239151365,0.0,88480.239151365,88480.239151365,,,
AUpdata_corrSergio_500_124750_5_100_2,P,500,10,94107.71495814748,50.796206559626825,94091.651787225,94252.2834964498,,,
AUpdata_corrSergio_500_124750_5_100_3,P,500,10,91005.24280491,0.0,91005.24280491,91005.24280491,,,
AUpdata_corrSergio_500_187125_10_100_1,P,500,10,71405.170227018,90.9205546893991,71334.74346819,71510.81036526,,,
AUpdata_corrSergio_500_187125_10_100_2,P,500,10,69729.3830084,0.0,69729.3830084,69729.3830084,,,
AUpdata_corrSergio_500_187125_10_100_3,P,500,10,69196.1860913605,74.2317079171353,69163.56518994,69385.9494986751,,,
AUpdata_corrSergio_500_187125_2_100_1,P,500,10,100950.344688655,0.0,100950.344688655,100950.344688655,,,
AUpdata_corrSergio_500_187125_2_100_2,P,500,10,99999.10929414,0.0,99999.10929414,99999.10929414,,,
AUpdata_corrSergio_500_187125_2_100_3,P,500,10,98874.1418654,0.0,98874.1418654,98874.1418654,,,
AUpdata_corrSergio_500_187125_3_100_1,P,500,10,93612.30417184,0.0,93612.30417184,93612.30417184,,,
AUpdata_corrSergio_500_187125_3_100_2,P,500,10,92119.9504484501,0.0,92119.9504484501,92119.9504484501,,,
AUpdata_corrSergio_500_187125_3_100_3,P,500,10,90799.6700219449,0.0,90799.6700219449,90799.6700219449,,,
AUpdata_corrSergio_500_187125_4_100_1,P,500,10,89106.671781855,0.0,89106.671781855,89106.671781855,,,
AUpdata_corrSergio_500_187125_4_100_2,P,500,10,87599.5788941021,5.9231964383583025,87595.9002396251,87608.1624212151,,,
AUpdata_corrSergio_500_187125_4_100_3,P,500,10,85522.021049355,0.0,85522.021049355,85522.021049355,,,
AUpdata_corrSergio_500_187125_5_100_1,P,500,10,84616.16332019,0.0,84616.16332019,84616.16332019,,,
AUpdata_corrSergio_500_187125_5_100_2,P,500,10,82813.0675663451,0.0,82813.0675663451,82813.0675663451,,,
AUpdata_corrSergio_500_187125_5_100_3,P,500,10,81432.90755221,0.0,81432.90755221,81432.90755221,,,
AUpdata_corrSergio_500_62375_10_100_1,P,500,10,98922.616146715,0.0,98922.616146715,98922.616146715,,,
AUpdata_corrSergio_500_62375_10_100_2,P,500,10,100682.318887356,79.66844973165816,100644.528823535,100833.47914264,,,
AUpdata_corrSergio_500_62375_10_100_3,P,500,10,102067.17296699999,106.89604497772002,102007.28510077,102305.442153625,,,
AUpdata_corrSergio_500_62375_2_100_1,P,500,10,139217.916145955,0.0,139217.916145955,139217.916145955,,,
AUpdata_corrSergio_500_62375_2_100_2,P,500,10,141258.13336015,0.0,141258.13336015,141258.13336015,,,
AUpdata_corrSergio_500_62375_2_100_3,P,500,10,142585.963357408,286.1726408105668,142450.21975506,143128.9377668,,,
AUpdata_corrSergio_500_62375_3_100_1,P,500,10,129509.38267576,0.0,129509.38267576,129509.38267576,,,
AUpdata_corrSergio_500_62375_3_100_2,P,500,10,131523.708910075,0.0,131523.708910075,131523.708910075,,,
AUpdata_corrSergio_500_62375_3_100_3,P,500,10,132658.150241395,0.0,132658.150241395,132658.150241395,,,
AUpdata_corrSergio_500_62375_4_100_1,P,500,10,122855.69090042,0.0,122855.69090042,122855.69090042,,,
AUpdata_corrSergio_500_62375_4_100_2,P,500,10,124230.26751744,0.0,124230.26751744,124230.26751744,,,
AUpdata_corrSergio_500_62375_4_100_3,P,500,10,124924.93670032901,286.320091636665,124834.394337385,125739.817966825,,,
AUpdata_corrSergio_500_62375_5_100_1,P,500,10,117530.489439325,0.0,117530.489439325,117530.489439325,,,
AUpdata_corrSergio_500_62375_5_100_2,P,500,10,119329.145869935,0.0,119329.145869935,119329.145869935,,,
AUpdata_corrSergio_500_62375_5_100_3,P,500,10,118742.233483145,0.0,118742.233483145,118742.233483145,,,
AUpdata_randomSergio_100_2475_10_100_1,R,100,10,218654.590884825,0.0,218654.590884825,218654.590884825,218654.59088482498,1.3310413624959731e-16,1.3310413624959731e-16
AUpdata_randomSergio_100_2475_10_100_2,R,100,10,222490.04781266,0.0,222490.04781266,222490.04781266,222490.04781266,0.0,0.0
AUpdata_randomSergio_100_2475_10_100_3,R,100,10,249307.17027844,0.0,249307.17027844,249307.17027844,249307.17027844,0.0,0.0
AUpdata_randomSergio_100_2475_2_100_1,R,100,10,453715.92083764,0.0,453715.92083764,453715.92083764,453715.92083763995,1.282909817358971e-16,1.282909817358971e-16
AUpdata_randomSergio_100_2475_2_100_2,R,100,10,435740.29963847,0.0,435740.29963847,435740.29963847,435740.29963846994,1.3358337744239358e-16,1.3358337744239358e-16
AUpdata_randomSergio_100_2475_2_100_3,R,100,10,485158.81898228,0.0,485158.81898228,485158.81898228,485158.8189822801,-2.399530159446339e-16,-2.399530159446339e-16
AUpdata_randomSergio_100_2475_3_100_1,R,100,10,404200.70175016,0.0,404200.70175016,404200.70175016,404200.7017501601,-1.4400682794817626e-16,-1.4400682794817626e-16
AUpdata_randomSergio_100_2475_3_100_2,R,100,10,381424.055850215,0.0,381424.055850215,381424.055850215,381424.05585021485,4.578184832919312e-16,4.578184832919312e-16
AUpdata_randomSergio_100_2475_3_100_3,R,100,10,427225.92068118,0.0,427225.92068118,427225.92068118,427225.92068118,0.0,0.0
AUpdata_randomSergio_100_2475_4_100_1,R,100,10,358884.63918469,0.0,358884.63918469,358884.63918469,358884.63918469014,-3.2438089880749913e-16,-3.2438089880749913e-16
AUpdata_randomSergio_100_2475_4_100_2,R,100,10,347049.20886679,0.0,347049.20886679,347049.20886679,347049.20886679,0.0,0.0
AUpdata_randomSergio_100_2475_4_100_3,R,100,10,367590.534935455,0.0,367590.534935455,367590.534935455,367590.5349354549,3.1669836615182744e-16,3.1669836615182744e-16
AUpdata_randomSergio_100_2475_5_100_1,R,100,10,324775.89255474,0.0,324775.89255474,324775.89255474,324775.8925547401,-1.792240811212817e-16,-1.792240811212817e-16
AUpdata_randomSergio_100_2475_5_100_2,R,100,10,315786.95243141,0.0,315786.95243141,315786.95243141,315786.95243140997,1.8432573120990588e-16,1.8432573120990588e-16
AUpdata_randomSergio_100_2475_5_100_3,R,100,10,331973.463243065,0.0,331973.463243065,331973.463243065,331973.463243065,0.0,0.0
AUpdata_randomSergio_100_4950_10_100_1,R,100,10,276399.985782805,2427.420777701095,274671.875895955,282433.228130135,274671.87589595496,0.006291542886264262,2.1191707641562957e-16
AUpdata_randomSergio_100_4950_10_100_2,R,100,10,240300.222831997,328.4571055844722,240144.4219469,240923.426372385,240144.42194690008,0.0006487799459750521,-3.6357909403994873e-16
AUpdata_randomSergio_100_4950_10_100_3,R,100,10,238795.97187452,0.0,238795.97187452,238795.97187452,238795.9718745201,-3.6563217831865523e-16,-3.6563217831865523e-16
AUpdata_randomSergio_100_4950_2_100_1,R,100,10,537741.783383315,0.0,537741.783383315,537741.783383315,537741.783383315,0.0,0.0
AUpdata_randomSergio_100_4950_2_100_2,R,100,10,458423.530081488,11638.896081826097,454742.98797463,491548.40904321,454742.9879746299,0.008093675337910746,2.560024561245783e-16
AUpdata_randomSergio_100_4950_2_100_3,R,100,10,503515.17236599,0.0,503515.17236599,503515.17236599,503515.17236599,0.0,0.0
AUpdata_randomSergio_100_4950_3_100_1,R,100,10,473559.262507245,0.0,473559.262507245,473559.262507245,473559.2625072448,3.6874578656928016e-16,3.6874578656928016e-16
AUpdata_randomSergio_100_4950_3_100_2,R,100,10,416864.06837498,0.0,416864.06837498,416864.06837498,416864.06837498,0.0,0.0
AUpdata_randomSergio_100_4950_3_100_3,R,100,10,426769.96353998,0.0,426769.96353998,426769.96353998,426769.96353998,0.0,0.0
AUpdata_randomSergio_100_4950_4_100_1,R,100,10,431868.07630232,0.0,431868.07630232,431868.07630232,431868.07630232,0.0,0.0
AUpdata_randomSergio_100_4950_4_100_2,R,100,10,371372.47686342,0.0,371372.47686342,371372.47686342,371372.47686342004,-1.567366041907152e-16,-1.567366041907152e-16
AUpdata_randomSergio_100_4950_4_100_3,R,100,10,363878.322992955,0.0,363878.322992955,363878.322992955,363878.3229929551,-3.1992925786125677e-16,-3.1992925786125677e-16
AUpdata_randomSergio_100_4950_5_100_1,R,100,10,395518.4748041105,3578.079861100034,394386.986603005,405701.86861406,394386.9866030049,0.0028689795544509953,1.475902169461286e-16
AUpdata_randomSergio_100_4950_5_100_2,R,100,10,327356.30489548,0.0,327356.30489548,327356.30489548,327356.3048954801,-3.556226658414429e-16,-3.556226658414429e-16
AUpdata_randomSergio_100_4950_5_100_3,R,100,10,327509.604470285,0.0,327509.604470285,327509.604470285,327509.6044702849,3.554562072010845e-16,3.554562072010845e-16
AUpdata_randomSergio_100_7425_10_100_1,R,100,10,239142.061993835,0.0,239142.061993835,239142.061993835,239142.0619938351,-3.651030297315574e-16,-3.651030297315574e-16
AUpdata_randomSergio_100_7425_10_100_2,R,100,10,263980.18908129603,1416.3445539718948,263311.00595581,267793.35334807,263311.00595580996,0.002541417222789308,2.2106049347301525e-16
AUpdata_randomSergio_100_7425_10_100_3,R,100,10,262858.493642791,274.84712693245973,262771.579349845,263640.722279305,262771.57934984507,0.0003307598681751624,-2.215142941161522e-16
AUpdata_randomSergio_100_7425_2_100_1,R,100,10,498815.60988744,0.0,498815.60988744,498815.60988744,498815.60988743993,1.1669173891050089e-16,1.1669173891050089e-16
AUpdata_randomSergio_100_7425_2_100_2,R,100,10,542530.54524239,0.0,542530.54524239,542530.54524239,542530.5452423901,-2.1457837323228158e-16,-2.1457837323228158e-16
AUpdata_randomSergio_100_7425_2_100_3,R,100,10,520494.70803491597,1512.9696238012443,520016.26503073,524800.69507259,520016.2650307301,0.000920053922077965,-2.2386861653270653e-16
AUpdata_randomSergio_100_7425_3_100_1,R,100,10,439802.7083391295,1229.64603296811,438641.24763295,441271.876149625,438641.24763294996,0.002647860210245096,1.326999255714659e-16
AUpdata_randomSergio_100_7425_3_100_2,R,100,10,459740.26816621,0.0,459740.26816621,459740.26816621,459740.26816621004,-1.2660988158736526e-16,-1.2660988158736526e-16
AUpdata_randomSergio_100_7425_3_100_3,R,100,10,458581.54738398,0.0,458581.54738398,458581.54738398,458581.54738397966,7.615787583977375e-16,7.615787583977375e-16
AUpdata_randomSergio_100_7425_4_100_1,R,100,10,391555.26520307,645.4608534358279,391249.09623747,392779.94106547,391249.0962374699,0.0007825422947796656,2.975478357559609e-16
AUpdata_randomSergio_100_7425_4_100_2,R,100,10,396792.70968066,0.0,396792.70968066,396792.70968066,396792.70968066005,-1.4669538903654028e-16,-1.4669538903654028e-16
AUpdata_randomSergio_100_7425_4_100_3,R,100,10,402733.135186975,5690.457985761394,400033.9139623,413530.020085675,400033.91396230017,0.006747480977148396,-4.365204465060904e-16
AUpdata_randomSergio_100_7425_5_100_1,R,100,10,347175.539548021,4218.527265313194,343907.882379205,352077.025301245,343907.88237920485,0.009501547758108964,5.077609199659367e-16
AUpdata_randomSergio_100_7425_5_100_2,R,100,10,367120.413935075,389.8991734650643,366750.523101285,367490.304768865,366750.5231012852,0.001008562525451726,-6.348474752947223e-16
AUpdata_randomSergio_100_7425_5_100_3,R,100,10,374775.44154497,0.0,374775.44154497,374775.44154497,374775.44154497,0.0,0.0
