instancia_rel,basename,grupo,p,B,alg,seed,objetivo,tempo_s
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_10_100_3.txt,AUpdata_corrSergio_100_7425_10_100_3,100,10,100,bvns,42,8810.39723026,1.8518474
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_2_100_1.txt,AUpdata_corrSergio_100_7425_2_100_1,100,2,100,bvns,42,16552.58793632,0.3419645
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_2_100_2.txt,AUpdata_corrSergio_100_7425_2_100_2,100,2,100,bvns,42,20852.032806715,0.3074792
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_2_100_3.txt,AUpdata_corrSergio_100_7425_2_100_3,100,2,100,bvns,42,17290.996638155,0.3849459
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_3_100_1.txt,AUpdata_corrSergio_100_7425_3_100_1,100,3,100,bvns,42,14282.731499995,0.4745373
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_3_100_2.txt,AUpdata_corrSergio_100_7425_3_100_2,100,3,100,bvns,42,18616.720105585,0.5364097
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_3_100_3.txt,AUpdata_corrSergio_100_7425_3_100_3,100,3,100,bvns,42,14893.329828755,0.6028652
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_4_100_1.txt,AUpdata_corrSergio_100_7425_4_100_1,100,4,100,bvns,42,13062.084048285,0.7544259
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_4_100_2.txt,AUpdata_corrSergio_100_7425_4_100_2,100,4,100,bvns,42,16550.86834381,0.7273243
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_4_100_3.txt,AUpdata_corrSergio_100_7425_4_100_3,100,4,100,bvns,42,13309.209942295,0.8823019
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_5_100_1.txt,AUpdata_corrSergio_100_7425_5_100_1,100,5,100,bvns,42,11831.381562595,0.9171493
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_5_100_2.txt,AUpdata_corrSergio_100_7425_5_100_2,100,5,100,bvns,42,15172.827987135,0.8721426
instances\BigInstances100200\P\n=100\AUpdata_corrSergio_100_7425_5_100_3.txt,AUpdata_corrSergio_100_7425_5_100_3,100,5,100,bvns,42,12330.267613615,0.9237699
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_10_100_1.txt,AUpdata_corrSergio_200_19900_10_100_1,200,10,100,bvns,42,25393.799605975,6.8931662
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_10_100_2.txt,AUpdata_corrSergio_200_19900_10_100_2,200,10,100,bvns,42,26891.378759235,6.808001
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_10_100_3.txt,AUpdata_corrSergio_200_19900_10_100_3,200,10,100,bvns,42,28194.339639885,7.2391679
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_2_100_1.txt,AUpdata_corrSergio_200_19900_2_100_1,200,2,100,bvns,42,40375.96342249,1.433493
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_2_100_2.txt,AUpdata_corrSergio_200_19900_2_100_2,200,2,100,bvns,42,45119.060538355,1.321493
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_2_100_3.txt,AUpdata_corrSergio_200_19900_2_100_3,200,2,100,bvns,42,47980.88825656,1.3507895
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_3_100_1.txt,AUpdata_corrSergio_200_19900_3_100_1,200,3,100,bvns,42,36889.949437215,1.9057986
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_3_100_2.txt,AUpdata_corrSergio_200_19900_3_100_2,200,3,100,bvns,42,40095.134614985,1.7901859
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_3_100_3.txt,AUpdata_corrSergio_200_19900_3_100_3,200,3,100,bvns,42,42542.86328963,2.2935414
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_4_100_1.txt,AUpdata_corrSergio_200_19900_4_100_1,200,4,100,bvns,42,34227.05078753,2.6134767
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_4_100_2.txt,AUpdata_corrSergio_200_19900_4_100_2,200,4,100,bvns,42,36665.58513028,2.9767193
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_4_100_3.txt,AUpdata_corrSergio_200_19900_4_100_3,200,4,100,bvns,42,39230.40008288,3.2424569
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_5_100_1.txt,AUpdata_corrSergio_200_19900_5_100_1,200,5,100,bvns,42,31939.48462699,2.913211
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_5_100_2.txt,AUpdata_corrSergio_200_19900_5_100_2,200,5,100,bvns,42,34566.390387285,2.7787504
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_19900_5_100_3.txt,AUpdata_corrSergio_200_19900_5_100_3,200,5,100,bvns,42,36673.67394576,3.4686587
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_10_100_1.txt,AUpdata_corrSergio_200_29850_10_100_1,200,10,100,bvns,42,22760.91719867,8.8066702
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_10_100_2.txt,AUpdata_corrSergio_200_29850_10_100_2,200,10,100,bvns,42,20658.456707785,16.2152776
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_10_100_3.txt,AUpdata_corrSergio_200_29850_10_100_3,200,10,100,bvns,42,20677.318485265,14.5003458
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_2_100_1.txt,AUpdata_corrSergio_200_29850_2_100_1,200,2,100,bvns,42,37303.65126831,1.3909815
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_2_100_2.txt,AUpdata_corrSergio_200_29850_2_100_2,200,2,100,bvns,42,36447.8562444,1.4301103
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_2_100_3.txt,AUpdata_corrSergio_200_29850_2_100_3,200,2,100,bvns,42,34295.853346555,1.4207782
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_3_100_1.txt,AUpdata_corrSergio_200_29850_3_100_1,200,3,100,bvns,42,34143.38923279,1.8899072
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_3_100_2.txt,AUpdata_corrSergio_200_29850_3_100_2,200,3,100,bvns,42,32523.332987595,2.0630502
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_3_100_3.txt,AUpdata_corrSergio_200_29850_3_100_3,200,3,100,bvns,42,30381.293897655,2.7092834
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_4_100_1.txt,AUpdata_corrSergio_200_29850_4_100_1,200,4,100,bvns,42,31729.85786407,3.8352371
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_4_100_2.txt,AUpdata_corrSergio_200_29850_4_100_2,200,4,100,bvns,42,30017.85619131,2.5298393
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_4_100_3.txt,AUpdata_corrSergio_200_29850_4_100_3,200,4,100,bvns,42,27973.043759075,3.7444614
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_5_100_1.txt,AUpdata_corrSergio_200_29850_5_100_1,200,5,100,bvns,42,29450.5434422,4.0069767
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_5_100_2.txt,AUpdata_corrSergio_200_29850_5_100_2,200,5,100,bvns,42,28369.185097775,4.3654873
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_29850_5_100_3.txt,AUpdata_corrSergio_200_29850_5_100_3,200,5,100,bvns,42,26392.277666635,5.6096233
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_10_100_1.txt,AUpdata_corrSergio_200_9950_10_100_1,200,10,100,bvns,42,39256.737739135,6.4871148
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_10_100_2.txt,AUpdata_corrSergio_200_9950_10_100_2,200,10,100,bvns,42,43331.723507995,6.2460317
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_10_100_3.txt,AUpdata_corrSergio_200_9950_10_100_3,200,10,100,bvns,42,42389.249534105,5.7642471
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_2_100_1.txt,AUpdata_corrSergio_200_9950_2_100_1,200,2,100,bvns,42,68155.219611195,1.4478804
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_2_100_2.txt,AUpdata_corrSergio_200_9950_2_100_2,200,2,100,bvns,42,70337.13598434,1.399249
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_2_100_3.txt,AUpdata_corrSergio_200_9950_2_100_3,200,2,100,bvns,42,66395.000141525,1.314589
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_3_100_1.txt,AUpdata_corrSergio_200_9950_3_100_1,200,3,100,bvns,42,60963.87492499,2.7425197
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_3_100_2.txt,AUpdata_corrSergio_200_9950_3_100_2,200,3,100,bvns,42,64316.01173021,1.9538544
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_3_100_3.txt,AUpdata_corrSergio_200_9950_3_100_3,200,3,100,bvns,42,61865.52047372,1.8141222
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_4_100_1.txt,AUpdata_corrSergio_200_9950_4_100_1,200,4,100,bvns,42,55583.483491625,3.0966125
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_4_100_2.txt,AUpdata_corrSergio_200_9950_4_100_2,200,4,100,bvns,42,59892.725289735,2.468537
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_4_100_3.txt,AUpdata_corrSergio_200_9950_4_100_3,200,4,100,bvns,42,57528.2806439,2.4974818
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_5_100_1.txt,AUpdata_corrSergio_200_9950_5_100_1,200,5,100,bvns,42,51434.61686117,3.0906514
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_5_100_2.txt,AUpdata_corrSergio_200_9950_5_100_2,200,5,100,bvns,42,56196.40892875,2.9613492
instances\BigInstances100200\P\n=200\AUpdata_corrSergio_200_9950_5_100_3.txt,AUpdata_corrSergio_200_9950_5_100_3,200,5,100,bvns,42,53654.003662455,3.6118175
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_10_100_1.txt,AUpdata_randomSergio_100_2475_10_100_1,100,10,100,bvns,42,224913.773508855,1.9057862
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_10_100_2.txt,AUpdata_randomSergio_100_2475_10_100_2,100,10,100,bvns,42,222490.04781266,1.3993676
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_10_100_3.txt,AUpdata_randomSergio_100_2475_10_100_3,100,10,100,bvns,42,249307.17027844,2.5135844
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_2_100_1.txt,AUpdata_randomSergio_100_2475_2_100_1,100,2,100,bvns,42,453715.92083764,0.3821943
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_2_100_2.txt,AUpdata_randomSergio_100_2475_2_100_2,100,2,100,bvns,42,435740.29963847,0.3374772
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_2_100_3.txt,AUpdata_randomSergio_100_2475_2_100_3,100,2,100,bvns,42,485158.81898228,0.3107863
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_3_100_1.txt,AUpdata_randomSergio_100_2475_3_100_1,100,3,100,bvns,42,404200.70175016,0.4575868
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_3_100_2.txt,AUpdata_randomSergio_100_2475_3_100_2,100,3,100,bvns,42,381424.055850215,0.4628667
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_3_100_3.txt,AUpdata_randomSergio_100_2475_3_100_3,100,3,100,bvns,42,427225.92068118,0.4263654
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_4_100_1.txt,AUpdata_randomSergio_100_2475_4_100_1,100,4,100,bvns,42,358884.63918469,0.5901422
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_4_100_2.txt,AUpdata_randomSergio_100_2475_4_100_2,100,4,100,bvns,42,347049.20886679,0.5542859
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_4_100_3.txt,AUpdata_randomSergio_100_2475_4_100_3,100,4,100,bvns,42,367590.534935455,0.549685
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_5_100_1.txt,AUpdata_randomSergio_100_2475_5_100_1,100,5,100,bvns,42,331146.637214575,0.8218129
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_5_100_2.txt,AUpdata_randomSergio_100_2475_5_100_2,100,5,100,bvns,42,315786.95243141,0.8399697
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_2475_5_100_3.txt,AUpdata_randomSergio_100_2475_5_100_3,100,5,100,bvns,42,331973.463243065,0.7482826
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_10_100_1.txt,AUpdata_randomSergio_100_4950_10_100_1,100,10,100,bvns,42,277051.812554535,3.0435581
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_10_100_2.txt,AUpdata_randomSergio_100_4950_10_100_2,100,10,100,bvns,42,240144.4219469,1.6358897
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_10_100_3.txt,AUpdata_randomSergio_100_4950_10_100_3,100,10,100,bvns,42,238795.97187452,1.2748375
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_2_100_1.txt,AUpdata_randomSergio_100_4950_2_100_1,100,2,100,bvns,42,537741.783383315,0.3960483
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_2_100_2.txt,AUpdata_randomSergio_100_4950_2_100_2,100,2,100,bvns,42,491548.40904321,0.4108734
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_2_100_3.txt,AUpdata_randomSergio_100_4950_2_100_3,100,2,100,bvns,42,503515.17236599,0.3287899
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_3_100_1.txt,AUpdata_randomSergio_100_4950_3_100_1,100,3,100,bvns,42,473559.262507245,0.4986648
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_3_100_2.txt,AUpdata_randomSergio_100_4950_3_100_2,100,3,100,bvns,42,416864.06837498,0.5353085
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_3_100_3.txt,AUpdata_randomSergio_100_4950_3_100_3,100,3,100,bvns,42,426769.96353998,0.5329988
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_4_100_1.txt,AUpdata_randomSergio_100_4950_4_100_1,100,4,100,bvns,42,440191.896563385,0.6044199
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_4_100_2.txt,AUpdata_randomSergio_100_4950_4_100_2,100,4,100,bvns,42,371372.47686342,0.9387654
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_4_100_3.txt,AUpdata_randomSergio_100_4950_4_100_3,100,4,100,bvns,42,363878.322992955,0.6327186
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_5_100_1.txt,AUpdata_randomSergio_100_4950_5_100_1,100,5,100,bvns,42,394386.986603005,1.0576097
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_5_100_2.txt,AUpdata_randomSergio_100_4950_5_100_2,100,5,100,bvns,42,327356.30489548,1.4239305
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_4950_5_100_3.txt,AUpdata_randomSergio_100_4950_5_100_3,100,5,100,bvns,42,327509.604470285,0.8358249
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_10_100_1.txt,AUpdata_randomSergio_100_7425_10_100_1,100,10,100,bvns,42,244202.983273575,2.1522561
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_10_100_2.txt,AUpdata_randomSergio_100_7425_10_100_2,100,10,100,bvns,42,263311.00595581,1.8835336
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_10_100_3.txt,AUpdata_randomSergio_100_7425_10_100_3,100,10,100,bvns,42,263640.722279305,2.3665305
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_2_100_1.txt,AUpdata_randomSergio_100_7425_2_100_1,100,2,100,bvns,42,505394.7309494,0.3446717
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_2_100_2.txt,AUpdata_randomSergio_100_7425_2_100_2,100,2,100,bvns,42,542530.54524239,0.3057494
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_2_100_3.txt,AUpdata_randomSergio_100_7425_2_100_3,100,2,100,bvns,42,520016.26503073,0.3924925
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_3_100_1.txt,AUpdata_randomSergio_100_7425_3_100_1,100,3,100,bvns,42,440887.24226923,0.5347356
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_3_100_2.txt,AUpdata_randomSergio_100_7425_3_100_2,100,3,100,bvns,42,459740.26816621,0.7792217
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_3_100_3.txt,AUpdata_randomSergio_100_7425_3_100_3,100,3,100,bvns,42,458581.54738398,0.4562466
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_4_100_1.txt,AUpdata_randomSergio_100_7425_4_100_1,100,4,100,bvns,42,391249.09623747,0.8144391
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_4_100_2.txt,AUpdata_randomSergio_100_7425_4_100_2,100,4,100,bvns,42,396792.70968066,0.7630255
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_4_100_3.txt,AUpdata_randomSergio_100_7425_4_100_3,100,4,100,bvns,42,400033.9139623,0.5751693
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_5_100_1.txt,AUpdata_randomSergio_100_7425_5_100_1,100,5,100,bvns,42,343907.882379205,1.6564464
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_5_100_2.txt,AUpdata_randomSergio_100_7425_5_100_2,100,5,100,bvns,42,367490.304768865,0.8609167
instances\BigInstances100200\R\n=100\AUpdata_randomSergio_100_7425_5_100_3.txt,AUpdata_randomSergio_100_7425_5_100_3,100,5,100,bvns,42,376653.716167865,1.1677945
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_10_100_1.txt,AUpdata_randomSergio_200_19900_10_100_1,200,10,100,bvns,42,619438.069029385,12.0936913
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_10_100_2.txt,AUpdata_randomSergio_200_19900_10_100_2,200,10,100,bvns,42,724659.497354955,7.3923351
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_10_100_3.txt,AUpdata_randomSergio_200_19900_10_100_3,200,10,100,bvns,42,693774.144035565,10.5324792
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_2_100_1.txt,AUpdata_randomSergio_200_19900_2_100_1,200,2,100,bvns,42,1143848.13870835,1.7306816
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_2_100_2.txt,AUpdata_randomSergio_200_19900_2_100_2,200,2,100,bvns,42,1290757.30343795,1.7168273
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_2_100_3.txt,AUpdata_randomSergio_200_19900_2_100_3,200,2,100,bvns,42,1125662.38246768,1.4023147
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_3_100_1.txt,AUpdata_randomSergio_200_19900_3_100_1,200,3,100,bvns,42,994640.607160895,2.415362
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_3_100_2.txt,AUpdata_randomSergio_200_19900_3_100_2,200,3,100,bvns,42,1117008.48804244,2.6202388
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_3_100_3.txt,AUpdata_randomSergio_200_19900_3_100_3,200,3,100,bvns,42,1008692.6842691,2.4445603
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_4_100_1.txt,AUpdata_randomSergio_200_19900_4_100_1,200,4,100,bvns,42,895006.563950165,3.499463
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_4_100_2.txt,AUpdata_randomSergio_200_19900_4_100_2,200,4,100,bvns,42,1014876.56210811,4.1164892
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_4_100_3.txt,AUpdata_randomSergio_200_19900_4_100_3,200,4,100,bvns,42,943046.77245627,2.9639682
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_5_100_1.txt,AUpdata_randomSergio_200_19900_5_100_1,200,5,100,bvns,42,838981.065983555,5.0790844
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_5_100_2.txt,AUpdata_randomSergio_200_19900_5_100_2,200,5,100,bvns,42,943531.07454479,4.0857421
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_19900_5_100_3.txt,AUpdata_randomSergio_200_19900_5_100_3,200,5,100,bvns,42,890088.718033865,3.5824065
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_29850_10_100_1.txt,AUpdata_randomSergio_200_29850_10_100_1,200,10,100,bvns,42,720673.722979155,8.3231052
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_29850_10_100_2.txt,AUpdata_randomSergio_200_29850_10_100_2,200,10,100,bvns,42,644369.59786761,21.9354059
instances\BigInstances100200\R\n=200\AUpdata_randomSergio_200_29850_10_100_3.txt,AUpdata_randomSergio_200_29850_10_100_3,200,10,100,bvns,42,605299.89639202,11.9418154
